Symbol,Description,Exchange
JKJ,Mstar Small-Cap Ishares ETF,AMEX
JKK,Mstar Small-Cap Growth Ishares ETF,AMEX
JKL,Mstar Small-Cap Value Ishares ETF,AMEX
JMBS,Janus Henderson Mortgage-Backed Securities ETF,AMEX
JMIN,JPM U.S. Minimum Volatility ETF,AMEX
JMOM,JPM U.S. Momentum Factor ETF,AMEX
JMST,Jpmorgan Ultra-Short Municipal ETF,AMEX
JMUB,Jpmorgan Municipal ETF,AMEX
JNK,High Yield Bond ETF SPDR,AMEX
JNUG,Direxion Junior Gold Mine Bull 3X,AMEX
JO,Ipatha.B Coffee Subindex TR ETN,AMEX
JOB,General Employment Enterprises,AMEX
JPED,JPM Event Driven ETF,AMEX
JPEM,JPM Dvsd Rtns EM ETF,AMEX
JPEU,JPM Dvsd Rtns Europe Equity ETF,AMEX
JPGB,JPM Global Bond Opportunities ETF,AMEX
JPGE,JPM Dvsd Rtns Global Equity,AMEX
JPHF,JPM Dvsd Alternatives ETF,AMEX
JPHY,JPM Diversified High Yield ETF,AMEX
JPIN,JPM Dvsd Rtns Intl Equity ETF,AMEX
JPLS,JPM Long/Short ETF,AMEX
JPMB,JPM USD Emrg Mkts Sovereign Bond ETF,AMEX
JPME,JPM Dvsd Rtns US Midcap ETF,AMEX
JPMF,JPM Managed Futures Strategy ETF,AMEX
JPMV,Japan Min Vol Ishares Edge MSCI ETF,AMEX
JPN,Db-Xt Jpn Jpx Nikkei 400 Eq,AMEX
JPNL,Direxion Japan Bull 3X,AMEX
JPSE,JPM Dvsd Rtns US Smallcap Equity ETF,AMEX
JPST,JPM Ultra-Short Income ETF,AMEX
JPUS,JPM Dvsd Rtns US Equity ETF,AMEX
JPXN,Jpx-Nikkei 400 Ishares ETF,AMEX
JQUA,JPM U.S. Quality Factor ETF,AMEX
JUST,Goldman Sachs Just U.S. Large Cap Equity ETF,AMEX
JVAL,JPM U.S. Value Factor ETF,AMEX
JXI,Global Utilities Ishares ETF,AMEX
KALL,Kraneshares MSCI All China Index ETF,AMEX
KARS,Kraneshares Electric Vehicles and Future Mobilit,AMEX
KBA,Kranes Bosera MSCI China A,AMEX
KBE,S&P Bank ETF SPDR,AMEX
KCCB,Kraneshares Ccbs China Corporate High Yield Bond,AMEX
KCE,S&P Capital Markets ETF SPDR,AMEX
KCNY,Kranes E Fund China Comm Paper ETF,AMEX
KEMQ,Kraneshares Emerging Markets Consumer Technology,AMEX
KEMX,Kraneshares MSCI Emerging Markets Ex China Index,AMEX
KFYP,Kranes New China ETF,AMEX
KGRN,Kraneshares MSCI China Environment Index ETF,AMEX
KIE,S&P Insurance ETF SPDR,AMEX
KIQ,Kelso Technologies,AMEX
KLCD,Kfa Large Cap Quality Dividend Index ETF,AMEX
KLDW,Exchange Listed Funds Trust Gav,AMEX
KMED,Kraneshares Emerging Markets Healthcare Index,AMEX
KNAB,Microsectors U.S. Big Banks Index Inverse Etns,AMEX
KNG,ETF Series Solutions ETF CBOE Vest S&P 500 Divid,AMEX
KNOW,All Cap Insider Sentiment Direxion,AMEX
KOIN,Innovation Shares Nextgen Protocol ETF,AMEX
KOL,Coal ETF Vaneck,AMEX
KOLD,Ultrashort Natural Gas Proshares,AMEX
KOMP,SPDR Kensho & New Economies Composite ETF,AMEX
KORP,American Century Dvfd Corp Bond ETF,AMEX
KORU,Direxion South Korea Bull 3X,AMEX
KRE,S&P Regional Banking ETF SPDR,AMEX
KSA,Saudi Arabia Ishares MSCI ETF,AMEX
KSCD,Kfa Small Cap Quality Dividend Index ETF,AMEX
KURE,Kraneshares MSCI All China Health Care Index ETF,AMEX
KWEB,Kranes CSI China ETF,AMEX
KXI,Global Cons Staples Ishares ETF,AMEX
LABD,Direxion S&P Biotech Bear 3X,AMEX
LABU,Direxion S&P Biotech Bull 3X,AMEX
LACK,Direxion Daily Consumer Staples Bear 3X Shares,AMEX
LBDC,Etracs MT Pay 2X Levd Wells Bdc ETN Series B,AMEX
LBJ,Latin America Bull 3X Direxion,AMEX
LBY,Libbey Inc,AMEX
LCTX,Lineage Cell Therapeutics Inc,AMEX
LD,Ipath Lead Subindex TR Sm Index ETN,AMEX
LDRS,Innovator Ibd ETF Leaders ETF,AMEX
LDUR,Pimco Low Duration ETF,AMEX
LEAD,Reality Divcon Leaders Dividend ETF,AMEX
LEMB,Emrg Mkts Local Curr Bond Ishares JPM ETF,AMEX
LEND,Amplify Crowdbureau Peer-To-Peer  Lending & Crow,AMEX
LEU,Centrus Energy Corp,AMEX
LFEQ,Vaneck Vectors Ndr Cmg Long/Flat Allocation ETF,AMEX
LGL,LGL Group,AMEX
LGLV,SSGA US Large Cap Low Vol Index SPDR,AMEX
LGOV,FT Long Duration Opportunities ETF,AMEX
LIT,G-X Lithium ETF,AMEX
LLEX,Lilis Energy Inc,AMEX
LMLP,Etracs MT Pay 2X MLP Ex-Energy ETN,AMEX
LNG,Cheniere Energy,AMEX
LODE,Comstock Mining Inc,AMEX
LOUP,Innovator Loup Frontier Tech E,AMEX
LOV,Spark Networks Plc,AMEX
LOWC,ACWI Low Carbon Target MSCI ETF SPDR,AMEX
LQD,Invst Grade Corp Bond Ishares Iboxx $ ETF,AMEX
LQDH,Int Rate Hedged Corp Bond Ishares ETF,AMEX
LQDI,Ishares Inflation Hedged Corporate Bond ETF,AMEX
LRET,Etracs MT Pay 2X MSCI US REIT Index ETN,AMEX
LRGF,USA Multifactor Ishares Edge MSCI ETF,AMEX
LSAF,Leadershares Alphafactor US Core Equity ETF,AMEX
LSLT,Salt Low Trubeta US Market ETF,AMEX
LSST,Natixis Loomis Sayles Short Duration Income ETF,AMEX
LTL,Ultra Telecommunications Proshares,AMEX
LTPZ,15+ Year US TIPS Index ETF Pimco,AMEX
LTS,Ladenburg Thalmann Financial Inc,AMEX
LTS-A,Ladenburg Thalmann Financial Se,AMEX
LTSF,Ladenburg Thalmann Financial Services Inc 7.00%,AMEX
LTSH,Ladenburg Thalmann Financial Services Inc,AMEX
LTSK,Ladenburg Thalmann Financial Services Inc 7.25%,AMEX
LTSL,Ladenburg Thalmann Financial Services Inc 6.50%,AMEX
LVHB,Elkhorn Lunt Low Vol/High Beta Tactical ETF,AMEX
LVHE,Legg EM Low Vol HI Div ETF,AMEX
LVHI,Legg Intl Low Vol High Div ETF,AMEX
LVIN,Multifactor Low Volatility International Equity,AMEX
LVL,S&P Global Dividend Opportunities Index Invesco,AMEX
LVUS,Multifactor Low Volatility US Equity ETF,AMEX
MAAX,Vaneck Vectors Municipal Allocation ETF,AMEX
MAG,MAG Silver Corp,AMEX
MAGA,Point Bridge Gop Stock Tracker ETF,AMEX
MBG,Mortgage Backed Bond ETF SPDR,AMEX
MCF,Contango Oil & Gas Company,AMEX
MCRO,IQ Hedge Macro Tracker ETF,AMEX
MDY,S&P Midcap 400 SPDR,AMEX
MDYG,S&P Midcap Growth ETF SPDR,AMEX
MDYV,S&P Midcap Value ETF SPDR,AMEX
MEAR,Short Maturity Muni Bond Ishares ETF,AMEX
MEXX,Direxion Daily MSCI Mexico Bull 3X Shares,AMEX
MFDX,Pimco RAFI Dynamic Multi-Factor Intl,AMEX
MFEM,Pimco RAFI Dynamic Multi-Factor Emerging MA,AMEX
MFMS,Motley Fool Small-Cap Growth ETF,AMEX
MFUS,Pimco RAFI Dynamic Multi-Factor U.S. Equity,AMEX
MGC,Megacap 300 Index ETF Vanguard,AMEX
MGK,Megacap 300 Growth Index ETF Vanguard,AMEX
MGV,Megacap 300 Value Index ETF Vanguard,AMEX
MHH,Mastech Holdings Inc,AMEX
MICR,Micron Solutions Inc,AMEX
MIDF,Ishares Edge MSCI Multifactor USA Mid-Cap ETF,AMEX
MIDU,Direxion Mid Cap Bull 3X,AMEX
MIDZ,Midcap Bear 3X Direxion,AMEX
MINC,Advisorshares Newfleet Multi-Se,AMEX
MINT,Enhanced Short-Maturity Strgy ETF Pimco,AMEX
MJ,Alternative Harvest ETF,AMEX
MLN,Long Municipal Index ETF Vaneck,AMEX
MLPA,G-X MLP ETF,AMEX
MLPB,Etracs Alerian MLP Infrastruc ETN,AMEX
MLPC,C-Tracks MLP Miller/Howard Perf Fundamental,AMEX
MLPE,C-Tracks MLP Miller/Howard Fundamental Series B,AMEX
MLPG,Alerian Natural Gas MLP ETN UBS E-Tracs,AMEX
MLPI,Alerian MLP Infrastrctr ETN UBS E-Tracs,AMEX
MLPO,CS S&P MLP Index ETN,AMEX
MLPQ,Etracs MT 2X Alerian MLP Infra ETN Series B,AMEX
MLPX,G-X MLP & Energy Infrasture ETF,AMEX
MLPY,Cushing MLP HI Income ETN Morgan Stanley,AMEX
MLPZ,Etracs MT 2X S&P MLP ETN Series B,AMEX
MLSS,Milestone Scientific,AMEX
MLTI,CS X-Links Multi-Asset High Income ETN,AMEX
MMIN,IQ Mackay Shields Municipal Insured ETF,AMEX
MMIT,IQ Mackay Municipal Intermediate ETF,AMEX
MMTM,S&P 1500 Momentum Tilt ETF SPDR,AMEX
MMX,Maverix Metals Inc,AMEX
MNA,IQ Merger Arbitrage ETF,AMEX
MNI,Mcclatchy Company,AMEX
MOAT,Wide Moat Vaneck ETF,AMEX
MOM,US Momentum Mkt Neutral ETF Quantshares,AMEX
MOO,Agribusiness ETF Vaneck,AMEX
MORL,Etracs MT Pay 2X Mortgage REIT ETN,AMEX
MORT,Mortgage REIT Vaneck ETF,AMEX
MOTI,Morningstar Intl Moat Vaneck ETF,AMEX
MRGR,Merger ETF Proshares,AMEX
MRIC,Mri Interventions,AMEX
MRRL,Etracs MT Pay 2X Mortgage REIT ETN Series B,AMEX
MSN,Emerson Radio Corp,AMEX
MSUS,Lha Market State U.S. Tactical ETF,AMEX
MTNB,Matinas Biopharma Hl,AMEX
MTUM,USA Momentum Factor Ishares Edge MSCI ETF,AMEX
MUB,Natl Muni Bond Ishares ETF,AMEX
MUNI,Interm Muni Bond Strgy ETF Pimco,AMEX
MUST,Columbia Multi-Sector Municipal Income ETF,AMEX
MUTE,Direxion Communication Services Index Bear 3X Sh,AMEX
MVIN,Natixis Seeyond Intl Min Vol ETF,AMEX
MVV,Ultra Midcap 400 Proshares,AMEX
MXC,Mexco Energy Corp,AMEX
MXDE,Nationwide Maximum Diversification Emerging Mark,AMEX
MXDU,Nationwide Max Diverse U.S. Core Equity ETF,AMEX
MXI,Global Materials Ishares ETF,AMEX
MYO,Myomo Inc,AMEX
MYY,Midcap 400 Short Proshares,AMEX
MZZ,Ultrashort Midcap400 Proshares,AMEX
NACP,Impact Shares Trust I Impact Shares Naacp Minori,AMEX
NAIL,Direxion Homebuild & Suppliers Bull 3X,AMEX
NAK,Northern Dynasty Minerals,AMEX
NANR,S&P North American Natural SPDR,AMEX
NAVB,Navidea Biopharmaceuticals Inc,AMEX
NBH,Neuberger Berman Intermediate Fund Inc,AMEX
NBO,Neuberger Berman New York Intermediate Fund Inc,AMEX
NBW,Neuberger Berman California Intermediate Fund IN,AMEX
NBY,Novabay Pharmaceuticals,AMEX
NEAR,Short Maturity Bond Ishares ETF,AMEX
NEED,Direxion Daily Consumer Staples Bull 3X Shares,AMEX
NEN,New England Realty Associates Ltd Partnershi,AMEX
NERD,Roundhill Bitkraft Esports & Digital Entertainme,AMEX
NES,Nuverra Environmental Solutions,AMEX
NETL,Netlease Corporate Real Estate ETF,AMEX
NFLT,Virtus Multi-Sector Uncstd Bond,AMEX
NFO,Insider Sentiment Invesco ETF,AMEX
NFRA,Flexshares Global Broad Infr Fund,AMEX
NG,Novagold Resources Inc,AMEX
NGD,New Gold Inc,AMEX
NGE,G-X Nigeria Index ETF,AMEX
NHC,National Healthcare Corp,AMEX
NHS,Neuberger Berman High Yield Strategies,AMEX
NIB,Ipath Cocoa Subindex TR Sm Index ETN,AMEX
NLR,Uranium+Nuclear Energy Vaneck ETF,AMEX
NML,Neuberger Berman MLP Income Fun,AMEX
NNVC,Nanoviricides Inc,AMEX
NOBL,S&P 500 Aristocrats Proshares,AMEX
NOG,Northern Oil and Gas,AMEX
NORW,G-X Norway ETF,AMEX
NRC.W,Nrc Group Hldgs Corp,AMEX
NRCG,Nrc Group Holdings Corp,AMEX
NRGD,Microsectors -3X U.S. Big Oil Index ETN,AMEX
NRGO,Microsectors 2X U.S. Big Oil Index ETN,AMEX
NRGU,Microsectors 3X U.S. Big Oil Index ETN,AMEX
NRGZ,Microsectors -2X U.S. Big Oil Index ETN,AMEX
NRO,Neuberger Berman Real Estate Securities,AMEX
NSP.W,Inspiremd Inc WT,AMEX
NSP.X,Inspiremd Inc Series B WT,AMEX
NSPR,Inspiremd Inc,AMEX
NTIP,Network-1 Sec Solu,AMEX
NTN,Ntn Buzztime,AMEX
NTSX,Wisdomtree 90/60 U.S. Balanced Fund,AMEX
NUAG,Nushares US Aggregate Bond ETF,AMEX
NUBD,Nushares ESG U.S. Aggregate Bond ETF,AMEX
NUDM,Nushares ESG Intl Developed Markets Equity ETF,AMEX
NUEM,Nushares ESG Emerging Markets Equity ETF,AMEX
NUGT,Gold Miners Bull 3X Direxion ETF,AMEX
NULC,Nushares ETF Trust,AMEX
NULG,Nushares ESG Largecap Growth ETF,AMEX
NULV,Nushares ESG Largecap Value ETF,AMEX
NUMG,Nushares ESG Midcap Growth ETF,AMEX
NUMV,Nushares ESG Midcap Value ETF,AMEX
NURE,Nushares Short-Term REIT ETF,AMEX
NUSA,1-5 Year U.S. Aggregate Nushares,AMEX
NUSC,Nushares ESG Smallcap ETF,AMEX
NXE,Nexgen Energy Ltd,AMEX
NYF,New York Muni Bond Ishares ETF,AMEX
OBOR,Kraneshares MSCI One Belt One Road Index ETF,AMEX
OCIO,ETF Series Solutions Trust ETF,AMEX
OCX,Oncocyte Corp,AMEX
OEF,S&P 100 Ishares ETF,AMEX
OEUR,O's Europe Qlty Divd ETF,AMEX
OGCP,Empire State Realty Op LP Se,AMEX
OGEN,Oragenics Inc,AMEX
OGIG,O'Shares Global Internet Giants ETF,AMEX
OIH,Oil Services Vaneck ETF,AMEX
OIL,Ipath.B S&P GSCI Crude Oil,AMEX
OILD,Ultrapro Short Crude Oil Proshares,AMEX
OILK,Crude Oil Strategy Proshares,AMEX
OILU,Ultrapro Crude Oil Proshares,AMEX
OILX,Etracs S&P GSCI Crude Oil TR ETN,AMEX
OLEM,Ipath Pure Beta Crude Oil ETN,AMEX
OMFL,Oppenheimer Rus 1000 Dynamic Multifactor ETF,AMEX
OMFS,Oppenheimer Rus 2000 Dynamic Multifactor ETF,AMEX
OMOM,Oppenheimer Rus 1000 Momentum Factor ETF,AMEX
ONEO,Russell 1000 Momentum Focus ETF SPDR,AMEX
ONEV,Russell 1000 Low Vol ETF SPDR,AMEX
ONEY,Russell 1000 Yield Focus ETF SPDR,AMEX
ONLN,Proshares Online Retail ETF,AMEX
OPER,ETF Series Solutions ETF Clearshares Ultra-Short,AMEX
OQAL,Oppenheimer Rus 1000 Quality Factor ETF,AMEX
OSCV,Opus Small Cap Value Plus ETF,AMEX
OSIZ,Oppenheimer Rus 1000 Size Factor ETF,AMEX
OUNZ,Gold Shares Vaneck,AMEX
OUSA,O's U.S. Qlty Divd ETF,AMEX
OUSM,O's Russell Smallcap Qlty Divd ETF,AMEX
OVLU,Oppenheimer Rus 1000 Value Factor ETF,AMEX
OVOL,Oppenheimer Rus 1000 Low Volatility Factor ETF,AMEX
OYLD,Oppenheimer Rus 1000 Yield Factor ETF,AMEX
PACA,Xtrackers MSCI Latin America Pacific Alliance Et,AMEX
PAK,G-X MSCI Pakistan ETF,AMEX
PALL,Physical Palladium,AMEX
PAPR,Innovator S&P 500 Power Buffer ETF,AMEX
PASS,Direxion Daily Consumer Discretionary Bear 3X Sh,AMEX
PAUG,Innovator S&P 500 Power Buffer ETF - August,AMEX
PAVE,G-X US Infr Development ETF,AMEX
PAWZ,Proshares Trust,AMEX
PBD,Global Clean Energy Invesco ETF,AMEX
PBDM,Purebetasm FTSE Developed Ex-North America Inves,AMEX
PBE,Dynamic Biotechnology & Genome Invesco ETF,AMEX
PBEE,Purebetasm FTSE Emerging Markets Invesco ETF,AMEX
PBJ,Dynamic Food & Beverage Invesco ETF,AMEX
PBND,Purebetasm US Aggregate Bond Invesco ETF,AMEX
PBP,S&P 500 Buywrite Invesco ETF,AMEX
PBS,Dynamic Media Invesco ETF,AMEX
PBSM,Purebetasm MSCI USA Small Cap Invesco ETF,AMEX
PBTP,Purebetasm 0-5 Yr US TIPS Invesco ETF,AMEX
PBUS,Purebetasm MSCI USA Invesco ETF,AMEX
PBW,Wilderhill Clean Energy Invesco ETF,AMEX
PCEF,CEF Income Composite Invesco ETF,AMEX
PCG-A,Pacific Gas El 6.00,AMEX
PCG-B,Pacific Gas El 5.50,AMEX
PCG-C,Pacific Gas El 5.00,AMEX
PCG-D,Pacific Gas El 5.00,AMEX
PCG-E,Pacific Gas El 5.00,AMEX
PCG-G,Pacific Gas El 4.80,AMEX
PCG-H,Pacific Gas El 4.50,AMEX
PCG-I,Pacific Gas El 4.36,AMEX
PCY,Emerging Markets Sovereign Debt Invesco ETF,AMEX
PDN,FTSE RAFI Dev Markets Ex-U.S. Small-Mid Invesco,AMEX
PED,Pedevco Corp,AMEX
PEJ,Dynamic Leisure and Entertainment Invesco ETF,AMEX
PEK,China ETF Vaneck,AMEX
PEX,Global Listed Private Proshares,AMEX
PEXL,Pacer US Export Leaders ETF,AMEX
PFFA,Virtus Infracap U.S. Preferred Stock ETF,AMEX
PFFD,Global X U.S. Preferred ETF,AMEX
PFFL,Etracs 2Xmonthly Pay Leveraged Preferred Stock,AMEX
PFFR,Infracap REIT Preferred ETF,AMEX
PFIG,Fundamental Investment Grade Corp Bond Invesco,AMEX
PFNX,Pfenex Inc,AMEX
PFXF,Preferred Securities Vaneck ETF,AMEX
PGAL,G-X FTSE Portugal 20 ETF,AMEX
PGF,Financial Preferred Invesco ETF,AMEX
PGHY,Global Short Term Hi-Yld Bond Invesco ETF,AMEX
PGM,Ipatha.B Platinum Subindex TR ETN,AMEX
PGX,Preferred Invesco ETF,AMEX
PHB,Fundamental Hi-Yld Corp Bond Invesco ETF,AMEX
PHDG,S&P 500 Downside Hedged Invesco ETF,AMEX
PHYL,PGIM Active High Yield Bond ETF,AMEX
PHYS,Sprott Physical Gold Trust,AMEX
PICB,Intl Corp Bond Invesco ETF,AMEX
PICK,Global Metals & Mining Producers Ishares MSCI Et,AMEX
PILL,Direxion Daily Pharmaceutical & Medical Bull 3X,AMEX
PIN,India Invesco ETF,AMEX
PJAN,Innovator S&P 500 Power Buffer ETF - January,AMEX
PJP,Dynamic Pharmaceuticals Invesco ETF,AMEX
PJUL,Innovator S&P 500 Power Buffer ETF,AMEX
PJUN,Innovator ETFS Trust,AMEX
PKB,Dynamic Building & Construction Invesco ETF,AMEX
PLAG,Planet Green Holdings Corp,AMEX
PLAT,Wisdomtree Modern Tech Platforms Fund,AMEX
PLCY,Active Weighting Funds,AMEX
PLG,Platinum Group Metals Ltd,AMEX
PLM,Polymet Mining,AMEX
PLTM,Graniteshares Platinum Shares ETF,AMEX
PLX,Protalix Biotherapeutics,AMEX
PLY-A,Plymouth Industrial REIT Inc Cum Red Pfd Ser A,AMEX
PLYM,Plymouth Industrial REIT Inc,AMEX
PMR,Dynamic Retail Invesco ETF,AMEX
POCT,Innovator S&P 500 Power Buffer ETF,AMEX
PPA,Aerospace & Defense Invesco ETF,AMEX
PPDM,Portfolio Developed Markets ETF,AMEX
PPEM,Portfolio Emerging Markets ETF,AMEX
PPLC,Portfolio S&P 500 ETF,AMEX
PPLN,Cushing 30 MLP Index Etns Due June 15 2037,AMEX
PPLT,Physical Platinum,AMEX
PPMC,Portfolio S&P Mid Cap ETF,AMEX
PPSC,Portfolio S&P Small Cap,AMEX
PPTY,Ppty U.S. Diversified Real Estate ETF,AMEX
PQIN,PGIM Qma Strategic Alpha Intl Equity ETF,AMEX
PQLC,PGIM Qma Strategic Alpha Large-Cap Core ETF,AMEX
PQSG,PGIM Qma Strategic Alpha Small-Cap Growth ETF,AMEX
PQSV,PGIM ETF Trust ETF PGIM Qma Strategic Alpha Smal,AMEX
PREF,Principal Spectrum Preferred Securities Active E,AMEX
PRF,FTSE RAFI US 1000 Invesco ETF,AMEX
PRID,Insightshares Lgbt Employment Equality ETF,AMEX
PRK,Park National Corp,AMEX
PRME,Heitman Global Prime Real Estate ETF FT,AMEX
PRNT,3D Printing ETF,AMEX
PSEP,Innovator ETFS Trust Innovator S&P 500 Power Buf,AMEX
PSI,Dynamic Semiconductors Invesco ETF,AMEX
PSJ,Dynamic Software Invesco ETF,AMEX
PSK,Wells Fargo Preferred Stock SPDR,AMEX
PSLV,Sprott Physical Silver Trust ETV,AMEX
PSMB,Balanced Multi-Asset Allocation Invesco ETF,AMEX
PSMC,Conservative Multi-Asset Allocation Invesco ETF,AMEX
PSMG,Growth Multi-Asset Allocation Invesco ETF,AMEX
PSMM,Moderately Conservative Multi-Asset Allocation,AMEX
PSP,Global Listed Private Equity Invesco ETF,AMEX
PSQ,QQQ Short Proshares,AMEX
PSR,Active U.S. Real Estate Invesco ETF,AMEX
PST,Ultrashort 7-10 Year Treasury Proshares,AMEX
PTEU,Pacer Trendpilot European Index ETF,AMEX
PTIN,Pacer Trendpilot International ETF,AMEX
PTLC,Pacer Trendpilot 750 ETF,AMEX
PTMC,Pacer Trendpilot 450 ETF,AMEX
PTN,Palatin Technologies,AMEX
PTNQ,Pacer Trendpilot 100 ETF,AMEX
PULS,PGIM Ultra Short Bond ETF,AMEX
PUTW,Wisdomtree CBOE S&P 500 Put Write,AMEX
PVI,Vrdo Tax-Free Weekly Invesco ETF,AMEX
PW,Pittsburgh & West Virginia Railroad,AMEX
PW-A,Power REIT 7.75% Series A Cumul,AMEX
PWB,Dynamic Large Cap Growth Invesco ETF,AMEX
PWC,Dynamic Market Invesco ETF,AMEX
PWS,Pacer Trendpilot,AMEX
PWV,Dynamic Large Cap Value Invesco ETF,AMEX
PWZ,California Amt-Free Municipal Bond Invesco ETF,AMEX
PXE,Dynamic Energy Exploration & Production Invesco,AMEX
PXF,FTSE RAFI Dev Markets Ex-U.S. Invesco ETF,AMEX
PXH,FTSE RAFI Emrg Markets Invesco ETF,AMEX
PXJ,Dynamic Oil & Gas Services Invesco ETF,AMEX
PXQ,Dynamic Networking Invesco ETF,AMEX
PYPE,Etracs NYSE Pickens Core Midstream Index ETN,AMEX
PZA,National Amt-Free Municipal Bond Invesco ETF,AMEX
PZD,Cleantech Invesco ETF,AMEX
PZG,Paramount Gold and Silver,AMEX
PZT,New York Amt-Free Municipal Bond Invesco ETF,AMEX
QAI,IQ Hedge Multi-Strategy Tracker ETF,AMEX
QARP,Xtrackers Russell 1000 US Qarp ETF,AMEX
QDEF,Flexshares Quality Div Def Fund,AMEX
QDF,Flexshares Quality Div Fund,AMEX
QDIV,Global X S&P 500 Quality Dividend ETF,AMEX
QDYN,Flexshares Quality Div Dyn Fund,AMEX
QED,IQ Hedge Event-Driven Tracker ETF,AMEX
QEFA,EAFE Qlty Mix MSCI ETF SPDR,AMEX
QEMM,EM Strategicfactors MSCI ETF SPDR,AMEX
QGRO,American Century Stoxx U.S. Quality Growth ETF,AMEX
QGTA,IQ Leaders Gtaa Tracker ETF,AMEX
QID,Ultrashort QQQ Proshares,AMEX
QINT,American Century Quality Diversified Intl,AMEX
QLD,Ultra QQQ Proshares,AMEX
QLS,IQ Hedge Long Short Tracker ETF,AMEX
QLTA,AAA - A Rated Corp Bond Ishares ETF,AMEX
QLV,Flexshares US Quality Low Volatility Index Fund,AMEX
QLVD,Flexshares Developed Markets Ex-US Quality Low V,AMEX
QLVE,Flexshares Emerging Markets  Quality Low Volatil,AMEX
QMN,IQ Hedge Market Neutral Tracker ETF,AMEX
QMOM,Quantitative Momentum ETF,AMEX
QQQE,Nasdaq 100 EW Index Direxion,AMEX
QRFT,Qraft Ai-Enhanced U.S. Large Cap ETF,AMEX
QSY,Wisdomtree U.S. Quality Shareholder Yield Fund,AMEX
QTUM,Defiance Quantum ETF,AMEX
QUAL,USA Quality Factor Ishares Edge MSCI ETF,AMEX
QUS,USA Qlty Mix MSCI ETF SPDR,AMEX
QVAL,US Quantitative Valueshares ETF,AMEX
QVM,Arrow Qvm Equity Factor ETF,AMEX
QWLD,World Qlty Mix MSCI ETF SPDR,AMEX
RAAX,Vaneck Vectors ETF Trust ETF Vaneck Vectors Real,AMEX
RALS,RAFI Long/Short Proshares,AMEX
RAVI,Flexshares Ready Access Variable Income,AMEX
RBIN,Nationwide Risk-Based International Equity ETF,AMEX
RBUS,Nationwide Risk-Based U.S. Equity ETF,AMEX
RCD,S&P 500 EW Consumer Discretionary Invesco ETF,AMEX
RCG,Renaissance Capital Growth & Income Fund III,AMEX
RDIV,Ultra Dividend Revenue ETF Oppenheimer,AMEX
REDV,Oppenheimer Emerging Markets Ultra Dividend Reve,AMEX
REEM,Oppenheimer Revenue Weighted ETF Trust ETF,AMEX
REET,Global REIT Ishares ETF,AMEX
REFA,Oppenheimer International Revenue ETF,AMEX
REGL,S&P Midcap 400 Divd Proshares,AMEX
REI,Ring Energy Inc,AMEX
REK,Real Estate Short Proshares,AMEX
REM,Mortgage Real Estate Ishares ETF,AMEX
REML,X-Links Mthy Pay 2X Leveraged Mortgage REIT,AMEX
REMX,Rare Earth/Strategic Metals Vaneck ETF,AMEX
RENW,Pickens Morningstar Renewable Energy Resp.,AMEX
RETL,Retail Bull 3X Direxion,AMEX
REW,Ultrashort Technology Proshares,AMEX
REZ,Residential Real Estate Ishares ETF,AMEX
RFCI,Riverfront Core Income Fund ETF,AMEX
RFDA,Riverfront US Dividend Adv ETF,AMEX
RFFC,Riverfront US Flex-Cap ETF,AMEX
RFG,S&P Midcap 400 Pure Growth Invesco ETF,AMEX
RFL,Rafael Holdings Inc,AMEX
RFUN,Riverfront Unconstrained Income ETF,AMEX
RFV,S&P Midcap 400 Pure Value Invesco ETF,AMEX
RGI,S&P 500 EW Industrials Invesco ETF,AMEX
RGLB,Oppenheimer Global Revenue ETF,AMEX
RHE,Regional Health Properties,AMEX
RHE-A,Regional Health Properties 10.875% Series A,AMEX
RHS,S&P 500 EW Consumer Staples Invesco ETF,AMEX
RIDV,Oppenheimer International Ultra Dividend Revenue,AMEX
RIF,Rmr Real Estate Income Fund,AMEX
RIGS,Riverfront Strategic Income Fund ETF,AMEX
RINF,30 Year Tips/Tsy Spread Proshares,AMEX
RISE,Sit Rising Rate ETF,AMEX
RJA,Rogers Agriculture ETN Elements,AMEX
RJI,Rogers Commodity ETN Elements,AMEX
RJN,Rogers Energy ETN Elements,AMEX
RJZ,Rogers Metal ETN Elements,AMEX
RLGT,Radiant Logistics,AMEX
RLY,SSGA Multi-Asset Real Return ETF SPDR,AMEX
ROAM,Lattice EM Strategy ETF,AMEX
ROBO,Global Robotics and Automation ETF,AMEX
RODI,Barclays Return On Disability ETN,AMEX
RODM,Lattice Developed Markets Ex-US ETF,AMEX
ROGS,Lattice Global Smallcap Strategy ETF,AMEX
ROKT,SPDR Kensho Final Frontiers ETF,AMEX
ROM,Ultra Technology Proshares,AMEX
ROOF,IQ US Real Estate Smallcap ETF,AMEX
RORE,Lattice Real Estate Strategy ETF,AMEX
ROUS,Lattice US Equity Strategy ETF,AMEX
ROX,Castle Brands,AMEX
RPG,S&P 500 Pure Growth Invesco ETF,AMEX
RPUT,Wisdomtree CBOE Russell 2000 Putwrite Strategy F,AMEX
RPV,S&P 500 Pure Value Invesco ETF,AMEX
RSP,S&P 500 EW Invesco ETF,AMEX
RSX,Russia Vaneck ETF,AMEX
RSXJ,Russia Smallcap Vaneck ETF,AMEX
RTH,Retail ETF Vaneck,AMEX
RTL,Pacer Benchmark Retail Real Estate Sctr ETF,AMEX
